Team,Odds,Year,,,,,,,,,,,,,
Syracuse,2200,2013,,,,,,,,,,,,,
Wichita State,,2013,,,,,,,,,,,,,
Florida,700,2013,,,,,,,,,,,,,
Ohio State,1400,2013,,,,,,,,,,,,,
Duke,900,2013,,,,,,,,,,,,,
Marquette,5000,2013,,,,,,,,,,,,,
Indiana,500,2013,,,,,,,,,,,,,
Miami (FL),800,2013,,,,,,,,,,,,,
Kansas,1000,2013,,,,,,,,,,,,,
Michigan State,1800,2013,,,,,,,,,,,,,
Arizona,5000,2013,,,,,,,,,,,,,
Oregon,12500,2013,,,,,,,,,,,,,
La Salle,,2013,,,,,,,,,,,,,
Florida Gulf Coast,,2013,,,,,,,,,,,,,
Gonzaga,900,2013,,,,,,,,,,,,,
St Louis,2500,2013,,,,,,,,,,,,,
North Carolina,5000,2013,,,,,,,,,,,,,
Memphis,8000,2013,,,,,,,,,,,,,
Butler,8000,2013,,,,,,,,,,,,,
Minnesota,10000,2013,,,,,,,,,,,,,
California,15000,2013,,,,,,,,,,,,,
Iowa State,20000,2013,,,,,,,,,,,,,
San Diego State,12500,2013,,,,,,,,,,,,,
Creighton,12500,2013,,,,,,,,,,,,,
Illinois,20000,2013,,,,,,,,,,,,,
Ole Miss,20000,2013,,,,,,,,,,,,,
Colorado State,30000,2013,,,,,,,,,,,,,
Georgetown,1600,2013,,,,,,,,,,,,,
New Mexico,1600,2013,,,,,,,,,,,,,
Wisconsin,2800,2013,,,,,,,,,,,,,
Pittsburgh,5000,2013,,,,,,,,,,,,,
VCU,5000,2013,,,,,,,,,,,,,
Kansas State,6600,2013,,,,,,,,,,,,,
NC State,6600,2013,,,,,,,,,,,,,
UNLV,6600,2013,,,,,,,,,,,,,
Oklahoma State,10000,2013,,,,,,,,,,,,,
UCLA,10000,2013,,,,,,,,,,,,,
Missouri,12500,2013,,,,,,,,,,,,,
Notre Dame,12500,2013,,,,,,,,,,,,,
Cincinnati,20000,2013,,,,,,,,,,,,,
Temple,20000,2013,,,,,,,,,,,,,
Davidson,25000,2013,,,,,,,,,,,,,
Belmont,25000,2013,,,,,,,,,,,,,
Akron,25000,2013,,,,,,,,,,,,,
Bucknell,25000,2013,,,,,,,,,,,,,
Oklahoma,30000,2013,,,,,,,,,,,,,
Kentucky,185,2012,,,,,,,,,,,,,
Kansas,1000,2012,,,,,,,,,,,,,
Ohio State,650,2012,,,,,,,,,,,,,
Louisville,3300,2012,,,,,,,,,,,,,
Syracuse,1200,2012,,,,,,,,,,,,,
North Carolina,500,2012,,,,,,,,,,,,,
Florida,6600,2012,,,,,,,,,,,,,
Baylor,2500,2012,,,,,,,,,,,,,
Michigan State,800,2012,,,,,,,,,,,,,
Marquette,3500,2012,,,,,,,,,,,,,
Wisconsin,5000,2012,,,,,,,,,,,,,
Indiana,6600,2012,,,,,,,,,,,,,
Cincinnati,6600,2012,,,,,,,,,,,,,
NC State,12500,2012,,,,,,,,,,,,,
Xavier,20000,2012,,,,,,,,,,,,,
Ohio,,2012,,,,,,,,,,,,,
Florida State,3300,2012,,,,,,,,,,,,,
Vanderbilt,4000,2012,,,,,,,,,,,,,
Georgetown,5000,2012,,,,,,,,,,,,,
Kansas State,10000,2012,,,,,,,,,,,,,
Murray State,8000,2012,,,,,,,,,,,,,
New Mexico,6600,2012,,,,,,,,,,,,,
Gonzaga,12500,2012,,,,,,,,,,,,,
South Florida,15000,2012,,,,,,,,,,,,,
Creighton,15000,2012,,,,,,,,,,,,,
St Louis,15000,2012,,,,,,,,,,,,,
Iowa State,20000,2012,,,,,,,,,,,,,
Colorado,30000,2012,,,,,,,,,,,,,
VCU,30000,2012,,,,,,,,,,,,,
Purdue,12500,2012,,,,,,,,,,,,,
Lehigh,,2012,,,,,,,,,,,,,
Norfolk State,,2012,,,,,,,,,,,,,
Duke,1000,2012,,,,,,,,,,,,,
Missouri,1200,2012,,,,,,,,,,,,,
Wichita State,5000,2012,,,,,,,,,,,,,
Memphis,6600,2012,,,,,,,,,,,,,
Michigan,6600,2012,,,,,,,,,,,,,
Connecticut,6600,2012,,,,,,,,,,,,,
UNLV,10000,2012,,,,,,,,,,,,,
Texas,10000,2012,,,,,,,,,,,,,
BYU,12500,2012,,,,,,,,,,,,,
Alabama,15000,2012,,,,,,,,,,,,,
Notre Dame,15000,2012,,,,,,,,,,,,,
Temple,15000,2012,,,,,,,,,,,,,
West Virginia,15000,2012,,,,,,,,,,,,,
St Mary's (CA),15000,2012,,,,,,,,,,,,,
Virginia,20000,2012,,,,,,,,,,,,,
Belmont,20000,2012,,,,,,,,,,,,,
Vermont,20000,2012,,,,,,,,,,,,,
Southern Miss,25000,2012,,,,,,,,,,,,,
Harvard,25000,2012,,,,,,,,,,,,,
Davidson,30000,2012,,,,,,,,,,,,,
Connecticut,2500,2011,,,,,,,,,,,,,
Butler,20000,2011,,,,,,,,,,,,,
Kentucky,1600,2011,,,,,,,,,,,,,
VCU,30000,2011,,,,,,,,,,,,,
Kansas,400,2011,,,,,,,,,,,,,
North Carolina,1800,2011,,,,,,,,,,,,,
Florida,2000,2011,,,,,,,,,,,,,
Arizona,8000,2011,,,,,,,,,,,,,
Ohio State,450,2011,,,,,,,,,,,,,
Duke,400,2011,,,,,,,,,,,,,
San Diego State,2000,2011,,,,,,,,,,,,,
Wisconsin,5000,2011,,,,,,,,,,,,,
BYU,4000,2011,,,,,,,,,,,,,
Florida State,25000,2011,,,,,,,,,,,,,
Richmond,30000,2011,,,,,,,,,,,,,
Marquette,12500,2011,,,,,,,,,,,,,
Pittsburgh,700,2011,,,,,,,,,,,,,
Texas,2000,2011,,,,,,,,,,,,,
Syracuse,2200,2011,,,,,,,,,,,,,
Purdue,2500,2011,,,,,,,,,,,,,
Kansas State,5000,2011,,,,,,,,,,,,,
Washington,4000,2011,,,,,,,,,,,,,
West Virginia,10000,2011,,,,,,,,,,,,,
UCLA,12500,2011,,,,,,,,,,,,,
Temple,15000,2011,,,,,,,,,,,,,
Illinois,10000,2011,,,,,,,,,,,,,
Michigan,25000,2011,,,,,,,,,,,,,
George Mason,25000,2011,,,,,,,,,,,,,
Morehead State,40000,2011,,,,,,,,,,,,,
Notre Dame,1800,2011,,,,,,,,,,,,,
Louisville,2200,2011,,,,,,,,,,,,,
St John's,5000,2011,,,,,,,,,,,,,
Michigan State,8000,2011,,,,,,,,,,,,,
Gonzaga,8000,2011,,,,,,,,,,,,,
Georgetown,10000,2011,,,,,,,,,,,,,
UNLV,10000,2011,,,,,,,,,,,,,
Utah State,10000,2011,,,,,,,,,,,,,
Cincinnati,10000,2011,,,,,,,,,,,,,
Missouri,12500,2011,,,,,,,,,,,,,
Vanderbilt,12500,2011,,,,,,,,,,,,,
Old Dominion,12500,2011,,,,,,,,,,,,,
Villanova,15000,2011,,,,,,,,,,,,,
Tennessee,20000,2011,,,,,,,,,,,,,
Belmont,20000,2011,,,,,,,,,,,,,
Penn State,22500,2011,,,,,,,,,,,,,
Xavier,25000,2011,,,,,,,,,,,,,
Texas A&M,25000,2011,,,,,,,,,,,,,
USC,25000,2011,,,,,,,,,,,,,
Memphis,25000,2011,,,,,,,,,,,,,
Clemson,25000,2011,,,,,,,,,,,,,
Georgia,30000,2011,,,,,,,,,,,,,
Oakland,30000,2011,,,,,,,,,,,,,
St Peters,40000,2011,,,,,,,,,,,,,
Wofford,40000,2011,,,,,,,,,,,,,
UAB,50000,2011,,,,,,,,,,,,,
Akron,50000,2011,,,,,,,,,,,,,
Bucknell,50000,2011,,,,,,,,,,,,,
Indiana State,50000,2011,,,,,,,,,,,,,
Northern Colorado,50000,2011,,,,,,,,,,,,,
Princeton,50000,2011,,,,,,,,,,,,,
UC Santa Barbara,50000,2011,,,,,,,,,,,,,
Alabama State,100000,2011,,,,,,,,,,,,,
Arkansas-Little Rock,100000,2011,,,,,,,,,,,,,
Boston U,100000,2011,,,,,,,,,,,,,
Hampton,100000,2011,,,,,,,,,,,,,
Long Island,100000,2011,,,,,,,,,,,,,
Texas San Antonio,100000,2011,,,,,,,,,,,,,
UNC Asheville,100000,2011,,,,,,,,,,,,,
Duke,650,2010,,,,,,,,,,,,,
Butler,8000,2010,,,,,,,,,,,,,
West Virginia,1000,2010,,,,,,,,,,,,,
Michigan State,2500,2010,,,,,,,,,,,,,
Kentucky,300,2010,,,,,,,,,,,,,
Kansas State,2000,2010,,,,,,,,,,,,,
Baylor,3500,2010,,,,,,,,,,,,,
Tennessee,6600,2010,,,,,,,,,,,,,
Syracuse,700,2010,,,,,,,,,,,,,
Ohio State,1200,2010,,,,,,,,,,,,,
Xavier,8000,2010,,,,,,,,,,,,,
Purdue,6000,2010,,,,,,,,,,,,,
Washington,20000,2010,,,,,,,,,,,,,
St Mary's (CA),,2010,,,,,,,,,,,,,
Northern Iowa,25000,2010,,,,,,,,,,,,,
Cornell,,2010,,,,,,,,,,,,,
Kansas,175,2010,,,,,,,,,,,,,
Villanova,1800,2010,,,,,,,,,,,,,
Wisconsin,5000,2010,,,,,,,,,,,,,
Maryland,3300,2010,,,,,,,,,,,,,
Pittsburgh,5000,2010,,,,,,,,,,,,,
New Mexico,5000,2010,,,,,,,,,,,,,
BYU,10000,2010,,,,,,,,,,,,,
Wake Forest,15000,2010,,,,,,,,,,,,,
Georgia Tech,10000,2010,,,,,,,,,,,,,
Missouri,15000,2010,,,,,,,,,,,,,
California,10000,2010,,,,,,,,,,,,,
Gonzaga,10000,2010,,,,,,,,,,,,,
Texas A&M,10000,2010,,,,,,,,,,,,,
Old Dominion,30000,2010,,,,,,,,,,,,,
Ohio,,2010,,,,,,,,,,,,,
Murray State,30000,2010,,,,,,,,,,,,,
Georgetown,2500,2010,,,,,,,,,,,,,
Temple,8000,2010,,,,,,,,,,,,,
Vanderbilt,8000,2010,,,,,,,,,,,,,
Texas,10000,2010,,,,,,,,,,,,,
Louisville,10000,2010,,,,,,,,,,,,,
Memphis,10000,2010,,,,,,,,,,,,,
Marquette,10000,2010,,,,,,,,,,,,,
Notre Dame,10000,2010,,,,,,,,,,,,,
Oklahoma State,10000,2010,,,,,,,,,,,,,
Florida,12500,2010,,,,,,,,,,,,,
Clemson,15000,2010,,,,,,,,,,,,,
Florida State,20000,2010,,,,,,,,,,,,,
Minnesota,20000,2010,,,,,,,,,,,,,
UNLV,25000,2010,,,,,,,,,,,,,
Houston,25000,2010,,,,,,,,,,,,,
UTEP,25000,2010,,,,,,,,,,,,,
New Mexico State,30000,2010,,,,,,,,,,,,,
North Carolina,400,2009,,,,,,,,,,,,,
Connecticut,700,2009,,,,,,,,,,,,,
Michigan State,1500,2009,,,,,,,,,,,,,
Villanova,3000,2009,,,,,,,,,,,,,
Louisville,450,2009,,,,,,,,,,,,,
Pittsburgh,500,2009,,,,,,,,,,,,,
Memphis,900,2009,,,,,,,,,,,,,
Duke,1000,2009,,,,,,,,,,,,,
Oklahoma,1800,2009,,,,,,,,,,,,,
Syracuse,2000,2009,,,,,,,,,,,,,
Gonzaga,2500,2009,,,,,,,,,,,,,
Purdue,4000,2009,,,,,,,,,,,,,
Missouri,4000,2009,,,,,,,,,,,,,
Kansas,5000,2009,,,,,,,,,,,,,
Xavier,10000,2009,,,,,,,,,,,,,
Arizona,15000,2009,,,,,,,,,,,,,
Wake Forest,2200,2009,,,,,,,,,,,,,
UCLA,3000,2009,,,,,,,,,,,,,
West Virginia,5000,2009,,,,,,,,,,,,,
Arizona State,5000,2009,,,,,,,,,,,,,
Washington,5000,2009,,,,,,,,,,,,,
Florida State,6500,2009,,,,,,,,,,,,,
Clemson,8000,2009,,,,,,,,,,,,,
LSU,8000,2009,,,,,,,,,,,,,
Texas,10000,2009,,,,,,,,,,,,,
Tennessee,10000,2009,,,,,,,,,,,,,
USC,10000,2009,,,,,,,,,,,,,
Marquette,10000,2009,,,,,,,,,,,,,
Boston College,10000,2009,,,,,,,,,,,,,
California,10000,2009,,,,,,,,,,,,,
Oklahoma State,10000,2009,,,,,,,,,,,,,
Utah,10000,2009,,,,,,,,,,,,,
Wisconsin,15000,2009,,,,,,,,,,,,,
BYU,15000,2009,,,,,,,,,,,,,
Illinois,15000,2009,,,,,,,,,,,,,
Ohio State,20000,2009,,,,,,,,,,,,,
Texas A&M,20000,2009,,,,,,,,,,,,,
Maryland,25000,2009,,,,,,,,,,,,,
Butler,25000,2009,,,,,,,,,,,,,
Temple,25000,2009,,,,,,,,,,,,,
Mississippi State,30000,2009,,,,,,,,,,,,,
Michigan,30000,2009,,,,,,,,,,,,,
VCU,30000,2009,,,,,,,,,,,,,
Dayton,50000,2009,,,,,,,,,,,,,
Minnesota,50000,2009,,,,,,,,,,,,,
Siena,50000,2009,,,,,,,,,,,,,
Western Kentucky,50000,2009,,,,,,,,,,,,,
Utah State,75000,2009,,,,,,,,,,,,,
Alabama State,100000,2009,,,,,,,,,,,,,
Binghampton,100000,2009,,,,,,,,,,,,,
Chattanooga,100000,2009,,,,,,,,,,,,,
Cleveland State,100000,2009,,,,,,,,,,,,,
CS Northridge,100000,2009,,,,,,,,,,,,,
East Tennessee State,100000,2009,,,,,,,,,,,,,
Morehead State,100000,2009,,,,,,,,,,,,,
Morgan State,100000,2009,,,,,,,,,,,,,
Radford,100000,2009,,,,,,,,,,,,,
Robert Morris,100000,2009,,,,,,,,,,,,,
Akron,250000,2009,,,,,,,,,,,,,
Northern Iowa,250000,2009,,,,,,,,,,,,,
Portland State,250000,2009,,,,,,,,,,,,,
American,500000,2009,,,,,,,,,,,,,
Cornell,500000,2009,,,,,,,,,,,,,
North Dakota State,500000,2009,,,,,,,,,,,,,
Stephen F. Austin,500000,2009,,,,,,,,,,,,,
Kansas,700,2008,,,,,,,,,,,,,
North Carolina,400,2008,,,,,,,,,,,,,
UCLA,350,2008,,,,,,,,,,,,,
Memphis,800,2008,,,,,,,,,,,,,
Georgetown,1000,2008,,,,,,,,,,,,,
Tennessee,1200,2008,,,,,,,,,,,,,
Duke,1500,2008,,,,,,,,,,,,,
Stanford,1500,2008,,,,,,,,,,,,,
Texas,1500,2008,,,,,,,,,,,,,
Louisville,2000,2008,,,,,,,,,,,,,
Wisconsin,2000,2008,,,,,,,,,,,,,
Clemson,3000,2008,,,,,,,,,,,,,
Pittsburgh,4000,2008,,,,,,,,,,,,,
USC,4000,2008,,,,,,,,,,,,,
Vanderbilt,4000,2008,,,,,,,,,,,,,
Washington State,4000,2008,,,,,,,,,,,,,
Xavier,4000,2008,,,,,,,,,,,,,
Connecticut,5000,2008,,,,,,,,,,,,,
Notre Dame,5000,2008,,,,,,,,,,,,,
Marquette,6500,2008,,,,,,,,,,,,,
Michigan State,6500,2008,,,,,,,,,,,,,
Purdue,6500,2008,,,,,,,,,,,,,
Arizona,10000,2008,,,,,,,,,,,,,
Arkansas,10000,2008,,,,,,,,,,,,,
Butler,10000,2008,,,,,,,,,,,,,
BYU,10000,2008,,,,,,,,,,,,,
Davidson,10000,2008,,,,,,,,,,,,,
Drake,10000,2008,,,,,,,,,,,,,
Gonzaga,10000,2008,,,,,,,,,,,,,
Indiana,10000,2008,,,,,,,,,,,,,
Kansas State,10000,2008,,,,,,,,,,,,,
Kent State,10000,2008,,,,,,,,,,,,,
Miami (FL),10000,2008,,,,,,,,,,,,,
Mississippi State,10000,2008,,,,,,,,,,,,,
Oklahoma,10000,2008,,,,,,,,,,,,,
Oregon,10000,2008,,,,,,,,,,,,,
St Mary's (CA),10000,2008,,,,,,,,,,,,,
UNLV,10000,2008,,,,,,,,,,,,,
West Virginia,10000,2008,,,,,,,,,,,,,
Baylor,25000,2008,,,,,,,,,,,,,
Kentucky,25000,2008,,,,,,,,,,,,,
South Alabama,25000,2008,,,,,,,,,,,,,
St Joseph's,25000,2008,,,,,,,,,,,,,
Texas A&M,25000,2008,,,,,,,,,,,,,
George Mason,50000,2008,,,,,,,,,,,,,
Temple,50000,2008,,,,,,,,,,,,,
Villanova,50000,2008,,,,,,,,,,,,,
Western Kentucky,50000,2008,,,,,,,,,,,,,
American,100000,2008,,,,,,,,,,,,,
Austin Peay,100000,2008,,,,,,,,,,,,,
Belmont,100000,2008,,,,,,,,,,,,,
Coppin State,100000,2008,,,,,,,,,,,,,
Georgia,100000,2008,,,,,,,,,,,,,
Mississippi Valley State,100000,2008,,,,,,,,,,,,,
Mount St Mary's,100000,2008,,,,,,,,,,,,,
Portland State,100000,2008,,,,,,,,,,,,,
San Diego,100000,2008,,,,,,,,,,,,,
UMBC,100000,2008,,,,,,,,,,,,,
UT-Arlington,100000,2008,,,,,,,,,,,,,
Boise State,500000,2008,,,,,,,,,,,,,
Cornell,500000,2008,,,,,,,,,,,,,
CS Fullerton,500000,2008,,,,,,,,,,,,,
Oral Roberts,500000,2008,,,,,,,,,,,,,
Siena,500000,2008,,,,,,,,,,,,,
Winthrop,500000,2008,,,,,,,,,,,,,
Florida,400,2007,,,,,,,,,,,,,
Ohio State,700,2007,,,,,,,,,,,,,
UCLA,800,2007,,,,,,,,,,,,,
Georgetown,800,2007,,,,,,,,,,,,,
North Carolina,500,2007,,,,,,,,,,,,,
Kansas,600,2007,,,,,,,,,,,,,
Memphis,1200,2007,,,,,,,,,,,,,
Texas A&M,1200,2007,,,,,,,,,,,,,
Wisconsin,1200,2007,,,,,,,,,,,,,
Texas,1500,2007,,,,,,,,,,,,,
Maryland,2000,2007,,,,,,,,,,,,,
Oregon,2000,2007,,,,,,,,,,,,,
Pittsburgh,2200,2007,,,,,,,,,,,,,
Louisville,2500,2007,,,,,,,,,,,,,
Washington State,3000,2007,,,,,,,,,,,,,
Duke,3500,2007,,,,,,,,,,,,,
Notre Dame,4000,2007,,,,,,,,,,,,,
Tennessee,5000,2007,,,,,,,,,,,,,
Southern Illinois,6000,2007,,,,,,,,,,,,,
USC,6000,2007,,,,,,,,,,,,,
Kentucky,7000,2007,,,,,,,,,,,,,
Virginia Tech,7000,2007,,,,,,,,,,,,,
Georgia Tech,7500,2007,,,,,,,,,,,,,
Arizona,8000,2007,,,,,,,,,,,,,
Michigan State,8000,2007,,,,,,,,,,,,,
Vanderbilt,8000,2007,,,,,,,,,,,,,
Villanova,8000,2007,,,,,,,,,,,,,
Virginia,8000,2007,,,,,,,,,,,,,
Indiana,10000,2007,,,,,,,,,,,,,
Nevada,10000,2007,,,,,,,,,,,,,
UNLV,10000,2007,,,,,,,,,,,,,
Arkansas,12500,2007,,,,,,,,,,,,,
Boston College,12500,2007,,,,,,,,,,,,,
Butler,12500,2007,,,,,,,,,,,,,
Marquette,12500,2007,,,,,,,,,,,,,
Xavier,12500,2007,,,,,,,,,,,,,
BYU,15000,2007,,,,,,,,,,,,,
Creighton,15000,2007,,,,,,,,,,,,,
Gonzaga,20000,2007,,,,,,,,,,,,,
Stanford,20000,2007,,,,,,,,,,,,,
Purdue,25000,2007,,,,,,,,,,,,,
Illinois,30000,2007,,,,,,,,,,,,,
Old Dominion,30000,2007,,,,,,,,,,,,,
Texas Tech,30000,2007,,,,,,,,,,,,,
George Washington,40000,2007,,,,,,,,,,,,,
VCU,40000,2007,,,,,,,,,,,,,
Winthrop,40000,2007,,,,,,,,,,,,,
Davidson,50000,2007,,,,,,,,,,,,,
Long Beach State,50000,2007,,,,,,,,,,,,,
New Mexico State,50000,2007,,,,,,,,,,,,,
Holy Cross,60000,2007,,,,,,,,,,,,,
"Miami, Ohio",60000,2007,,,,,,,,,,,,,
Oral Roberts,60000,2007,,,,,,,,,,,,,
Pennsylvania,80000,2007,,,,,,,,,,,,,
Wright State,80000,2007,,,,,,,,,,,,,
Albany,100000,2007,,,,,,,,,,,,,
North Texas,100000,2007,,,,,,,,,,,,,
Weber State,100000,2007,,,,,,,,,,,,,
Belmont,200000,2007,,,,,,,,,,,,,
Niagara,200000,2007,,,,,,,,,,,,,
Texas A&M-CC,300000,2007,,,,,,,,,,,,,
Central Connecticut,500000,2007,,,,,,,,,,,,,
Eastern Kentucky,500000,2007,,,,,,,,,,,,,
Florida A&M,500000,2007,,,,,,,,,,,,,
Jackson State,500000,2007,,,,,,,,,,,,,
Florida,2000,2006,,,,,,,,,,,,,
LSU,3500,2006,,,,,,,,,,,,,
UCLA,1500,2006,,,,,,,,,,,,,
George Mason,15000,2006,,,,,,,,,,,,,
Duke,400,2006,,,,,,,,,,,,,
Connecticut,450,2006,,,,,,,,,,,,,
Villanova,600,2006,,,,,,,,,,,,,
North Carolina,800,2006,,,,,,,,,,,,,
Texas,1000,2006,,,,,,,,,,,,,
Memphis,1200,2006,,,,,,,,,,,,,
Kansas,1500,2006,,,,,,,,,,,,,
Ohio State,1500,2006,,,,,,,,,,,,,
Boston College,1800,2006,,,,,,,,,,,,,
Gonzaga,2000,2006,,,,,,,,,,,,,
Illinois,2000,2006,,,,,,,,,,,,,
Pittsburgh,2000,2006,,,,,,,,,,,,,
Iowa,2500,2006,,,,,,,,,,,,,
Tennessee,2500,2006,,,,,,,,,,,,,
Michigan State,3500,2006,,,,,,,,,,,,,
Washington,3500,2006,,,,,,,,,,,,,
Arkansas,5000,2006,,,,,,,,,,,,,
George Washington,5000,2006,,,,,,,,,,,,,
Georgetown,5000,2006,,,,,,,,,,,,,
Nevada,5000,2006,,,,,,,,,,,,,
Oklahoma,5000,2006,,,,,,,,,,,,,
Syracuse,5000,2006,,,,,,,,,,,,,
Arizona,7500,2006,,,,,,,,,,,,,
California,7500,2006,,,,,,,,,,,,,
Kentucky,7500,2006,,,,,,,,,,,,,
Marquette,7500,2006,,,,,,,,,,,,,
NC State,7500,2006,,,,,,,,,,,,,
Northern Iowa,7500,2006,,,,,,,,,,,,,
West Virginia,7500,2006,,,,,,,,,,,,,
Wisconsin,7500,2006,,,,,,,,,,,,,
Alabama,10000,2006,,,,,,,,,,,,,
Indiana,10000,2006,,,,,,,,,,,,,
NC Wilmington,10000,2006,,,,,,,,,,,,,
UAB,10000,2006,,,,,,,,,,,,,
Milwaukee,15000,2006,,,,,,,,,,,,,
San Diego State,15000,2006,,,,,,,,,,,,,
Seton Hall,15000,2006,,,,,,,,,,,,,
Southern Illinois,15000,2006,,,,,,,,,,,,,
Texas A&M,15000,2006,,,,,,,,,,,,,
Wichita State,15000,2006,,,,,,,,,,,,,
Bucknell,25000,2006,,,,,,,,,,,,,
Kent State,25000,2006,,,,,,,,,,,,,
Utah State,25000,2006,,,,,,,,,,,,,
Air Force,50000,2006,,,,,,,,,,,,,
Bradley,50000,2006,,,,,,,,,,,,,
Iona,50000,2006,,,,,,,,,,,,,
Murray State,50000,2006,,,,,,,,,,,,,
South Alabama,50000,2006,,,,,,,,,,,,,
Xavier,50000,2006,,,,,,,,,,,,,
Albany,100000,2006,,,,,,,,,,,,,
Belmont,100000,2006,,,,,,,,,,,,,
Hampton,100000,2006,,,,,,,,,,,,,
Monmouth,100000,2006,,,,,,,,,,,,,
Northwestern State,100000,2006,,,,,,,,,,,,,
Oral Roberts,100000,2006,,,,,,,,,,,,,
Pacific,100000,2006,,,,,,,,,,,,,
Pennsylvania,100000,2006,,,,,,,,,,,,,
Southern,100000,2006,,,,,,,,,,,,,
Davidson,500000,2006,,,,,,,,,,,,,
Montana,500000,2006,,,,,,,,,,,,,
Wintrop,500000,2006,,,,,,,,,,,,,
North Carolina,350,2005,,,,,,,,,,,,,
Illinois,400,2005,,,,,,,,,,,,,
Louisville,2500,2005,,,,,,,,,,,,,
Michigan State,600,2005,,,,,,,,,,,,,
Duke,400,2005,,,,,,,,,,,,,
Wake Forest,450,2005,,,,,,,,,,,,,
Connecticut,700,2005,,,,,,,,,,,,,
Washington,700,2005,,,,,,,,,,,,,
Oklahoma State,800,2005,,,,,,,,,,,,,
Arizona,1000,2005,,,,,,,,,,,,,
Oklahoma,1000,2005,,,,,,,,,,,,,
Kansas,1200,2005,,,,,,,,,,,,,
Georgia Tech,1200,2005,,,,,,,,,,,,,
Kentucky,1500,2005,,,,,,,,,,,,,
Florida,1800,2005,,,,,,,,,,,,,
Syracuse,2000,2005,,,,,,,,,,,,,
NC State,2000,2005,,,,,,,,,,,,,
Wisconsin,2000,2005,,,,,,,,,,,,,
George Washington,2500,2005,,,,,,,,,,,,,
Alabama,3500,2005,,,,,,,,,,,,,
Boston College,3500,2005,,,,,,,,,,,,,
Gonzaga,3500,2005,,,,,,,,,,,,,
Pittsburgh,3500,2005,,,,,,,,,,,,,
Cincinnati,5000,2005,,,,,,,,,,,,,
Iowa,5000,2005,,,,,,,,,,,,,
Villanova,5000,2005,,,,,,,,,,,,,
Texas Tech,6000,2005,,,,,,,,,,,,,
Minnesota,6000,2005,,,,,,,,,,,,,
Mississippi State,6000,2005,,,,,,,,,,,,,
New Mexico,6000,2005,,,,,,,,,,,,,
Stanford,6000,2005,,,,,,,,,,,,,
Utah,6000,2005,,,,,,,,,,,,,
Iowa State,7500,2005,,,,,,,,,,,,,
Texas,7500,2005,,,,,,,,,,,,,
Utah State,7500,2005,,,,,,,,,,,,,
UTEP,7500,2005,,,,,,,,,,,,,
West Virginia,7500,2005,,,,,,,,,,,,,
Charlotte,10000,2005,,,,,,,,,,,,,
LSU,10000,2005,,,,,,,,,,,,,
Nevada,10000,2005,,,,,,,,,,,,,
Pacific,10000,2005,,,,,,,,,,,,,
Southern Illinois,10000,2005,,,,,,,,,,,,,
St Mary's (CA),10000,2005,,,,,,,,,,,,,
UCLA,10000,2005,,,,,,,,,,,,,
Creighton,25000,2005,,,,,,,,,,,,,
Louisiana Lafayette,25000,2005,,,,,,,,,,,,,
Northern Iowa,25000,2005,,,,,,,,,,,,,
UAB,25000,2005,,,,,,,,,,,,,
Milwaukee,50000,2005,,,,,,,,,,,,,
Ohio,50000,2005,,,,,,,,,,,,,
Old Dominion,50000,2005,,,,,,,,,,,,,
Pennsylvania,50000,2005,,,,,,,,,,,,,
Alabama A&M,100000,2005,,,,,,,,,,,,,
Bucknell,100000,2005,,,,,,,,,,,,,
Delaware State,100000,2005,,,,,,,,,,,,,
Fairleigh Dickinson,100000,2005,,,,,,,,,,,,,
Montana,100000,2005,,,,,,,,,,,,,
Niagara,100000,2005,,,,,,,,,,,,,
Oakland,100000,2005,,,,,,,,,,,,,
Southeast Louisiana,100000,2005,,,,,,,,,,,,,
Vermont,100000,2005,,,,,,,,,,,,,
Central Florida,500000,2005,,,,,,,,,,,,,
Chattanooga,500000,2005,,,,,,,,,,,,,
Eastern Kentucky,500000,2005,,,,,,,,,,,,,
Wintrop,500000,2005,,,,,,,,,,,,,
Connecticut,450,2004,,,,,,,,,,,,,
Duke,400,2004,,,,,,,,,,,,,
Oklahoma State,700,2004,,,,,,,,,,,,,
Georgia Tech,1000,2004,,,,,,,,,,,,,
Kentucky,350,2004,,,,,,,,,,,,,
Stanford,400,2004,,,,,,,,,,,,,
Gonzaga,700,2004,,,,,,,,,,,,,
Mississippi State,700,2004,,,,,,,,,,,,,
St Joseph's,900,2004,,,,,,,,,,,,,
Pittsburgh,1000,2004,,,,,,,,,,,,,
Wake Forest,1200,2004,,,,,,,,,,,,,
Maryland,1200,2004,,,,,,,,,,,,,
North Carolina,1500,2004,,,,,,,,,,,,,
NC State,1800,2004,,,,,,,,,,,,,
Kansas,2000,2004,,,,,,,,,,,,,
Florida,2500,2004,,,,,,,,,,,,,
Texas,2500,2004,,,,,,,,,,,,,
Illinois,3000,2004,,,,,,,,,,,,,
Wisconsin,3000,2004,,,,,,,,,,,,,
Arizona,4000,2004,,,,,,,,,,,,,
Cincinnati,4000,2004,,,,,,,,,,,,,
Syracuse,4000,2004,,,,,,,,,,,,,
Providence,4000,2004,,,,,,,,,,,,,
Michigan State,5000,2004,,,,,,,,,,,,,
Louisville,5000,2004,,,,,,,,,,,,,
Texas Tech,5000,2004,,,,,,,,,,,,,
Charlotte,5000,2004,,,,,,,,,,,,,
Xavier,5000,2004,,,,,,,,,,,,,
